DrugID,11152667,208908,51001932,17755052,3385,11707110,5330286,11640390,11626560,11488320,24856436,5311,24978538,23725625,135539077,6450551,135398516,24964624,1401,10184653,24866313,46926973,9858940,44462760,24785538,176158,51039095,25262965,24360,60838,3062316,216239,11977753,25126798,176870,10090485,644241,5278396,135400873,11364421,5494449,51371303,16095342,51042438,56649450,44137675,11327430,156422,10384072,9914412,24771867,4261,44631912,49846579,46907787,387447,5311497,60750,36314,148124,5702198
11152667,0,0.460714286,0.400735294,0.510204082,0.269230769,0.668639053,0.558252427,0.457264957,0.422924901,0.425925926,0.515021459,0.606451613,0.636363636,0.597765363,0.493723849,0.610328638,0.426470588,0.541237113,0.425101215,0.434456929,0.493775934,0.565853659,0.424489796,0.570754717,0.474789916,0.518691589,0.533898305,0.401574803,0.51627907,0.453815261,0.579646018,0.521186441,0.495412844,0.453333333,0.393822394,0.536697248,0.571428571,0.465968586,0.590243902,0.508130081,0.548837209,0.481818182,0.452205882,0.489878543,0.640394089,0.62244898,0.504761905,0.436507937,0.444,0.449056604,0.45112782,0.575609756,0.533936652,0.426710098,0.532110092,0.622340426,0.397163121,0.26344086,0.445887446,0.439130435,0.032467532
208908,0.460714286,0,0.61589404,0.54368932,0.146616541,0.414545455,0.534050179,0.555555556,0.650176678,0.75088968,0.56462585,0.343396226,0.537671233,0.413669065,0.516339869,0.535836177,0.65,0.465703971,0.627659574,0.756272401,0.536184211,0.539568345,0.577854671,0.560283688,0.506578947,0.537366548,0.600682594,0.653571429,0.519298246,0.573825503,0.572881356,0.670250896,0.524647887,0.491408935,0.683453237,0.556338028,0.583038869,0.402173913,0.551971326,0.689045936,0.486486486,0.524647887,0.678929766,0.626712329,0.512027491,0.539855072,0.5,0.63986014,0.613793103,0.747330961,0.717770035,0.55234657,0.559440559,0.697819315,0.494915254,0.471428571,0.59047619,0.23465704,0.413461538,0.408360129,0.023076923
51001932,0.400735294,0.61589404,0,0.575438596,0.149377593,0.393822394,0.5625,0.609195402,0.662878788,0.657142857,0.62406015,0.349794239,0.366883117,0.398467433,0.498281787,0.496453901,0.73605948,0.530364372,0.690196078,0.65,0.608058608,0.568627451,0.658914729,0.520295203,0.641221374,0.490774908,0.621323529,0.673076923,0.522556391,0.586330935,0.529824561,0.581227437,0.539923954,0.598425197,0.647940075,0.574144487,0.58490566,0.375478927,0.51119403,0.679104478,0.537313433,0.563706564,0.705035971,0.625454545,0.54887218,0.498113208,0.43115942,0.683206107,0.506849315,0.659498208,0.603448276,0.552123552,0.589353612,0.576219512,0.558490566,0.5,0.566225166,0.256,0.38590604,0.375838926,0.021459227
17755052,0.510204082,0.54368932,0.575438596,0,0.136752137,0.417004049,0.594262295,0.676229508,0.550724638,0.525252525,0.625482625,0.354700855,0.490909091,0.427419355,0.388888889,0.663967611,0.617021277,0.568376068,0.538461538,0.539249147,0.732793522,0.607438017,0.527472527,0.713675214,0.662698413,0.517374517,0.50877193,0.564575646,0.527131783,0.493055556,0.66015625,0.457337884,0.608163265,0.673728814,0.537634409,0.605577689,0.616600791,0.380952381,0.634854772,0.534965035,0.670833333,0.676595745,0.580204778,0.45819398,0.604,0.473282443,0.401459854,0.580882353,0.454237288,0.53220339,0.478827362,0.475471698,0.634538153,0.542682927,0.588932806,0.468503937,0.452830189,0.231707317,0.305194805,0.299674267,0.022522523
3385,0.269230769,0.146616541,0.149377593,0.136752137,0,0.328358209,0.24,0.150485437,0.153153153,0.165975104,0.202898551,0.260869565,0.184079602,0.246575342,0.176744186,0.177339901,0.131474104,0.203703704,0.180952381,0.172268908,0.179723502,0.212290503,0.134259259,0.162436548,0.1875,0.194594595,0.183486239,0.130044843,0.168421053,0.14159292,0.193396226,0.208530806,0.168421053,0.155440415,0.137168142,0.166666667,0.209183673,0.181208054,0.187165775,0.186666667,0.186528497,0.162303665,0.15936255,0.178571429,0.22459893,0.244186047,0.152173913,0.162162162,0.142222222,0.161825726,0.160493827,0.209944751,0.205128205,0.136054422,0.144278607,0.240740741,0.115384615,0.393617021,0.179487179,0.176165803,0.078431373
11707110,0.668639053,0.414545455,0.393822394,0.417004049,0.328358209,0,0.61827957,0.472477064,0.416666667,0.454183267,0.520547945,0.624113475,0.518867925,0.583333333,0.434042553,0.481651376,0.399239544,0.56741573,0.449781659,0.463709677,0.49122807,0.543589744,0.4,0.49047619,0.497737557,0.487804878,0.486956522,0.435897436,0.514851485,0.449152542,0.497777778,0.49339207,0.514851485,0.441314554,0.432773109,0.478873239,0.565853659,0.428571429,0.464114833,0.487288136,0.534313725,0.492682927,0.436781609,0.426229508,0.526829268,0.619565217,0.3640553,0.474137931,0.397540984,0.46184739,0.440944882,0.522613065,0.519047619,0.361563518,0.42081448,0.565934066,0.390334572,0.295180723,0.427272727,0.420091324,0.037313433
5330286,0.558252427,0.534050179,0.5625,0.594262295,0.24,0.61827957,0,0.698113208,0.546938776,0.596837945,0.746478873,0.480662983,0.449799197,0.495098039,0.440613027,0.587719298,0.559386973,0.630769231,0.634361233,0.582677165,0.69955157,0.789473684,0.539748954,0.622119816,0.689497717,0.577981651,0.542510121,0.575630252,0.582568807,0.536290323,0.678571429,0.575,0.658653846,0.647619048,0.563786008,0.616438356,0.756097561,0.359090909,0.589861751,0.718061674,0.668246445,0.707920792,0.623529412,0.494208494,0.668246445,0.589622642,0.329365079,0.530120482,0.44486692,0.605577689,0.539923954,0.636363636,0.817258883,0.518272425,0.534782609,0.661538462,0.429065744,0.289340102,0.373540856,0.3671875,0.028901734
11640390,0.457264957,0.555555556,0.609195402,0.676229508,0.150485437,0.472477064,0.698113208,0,0.546511628,0.606060606,0.711790393,0.398058252,0.400735294,0.444444444,0.434782609,0.59832636,0.661478599,0.656862745,0.629166667,0.598484848,0.734782609,0.722488038,0.596707819,0.668161435,0.681034483,0.603524229,0.496268657,0.632231405,0.6367713,0.57254902,0.636363636,0.524904215,0.763285024,0.694444444,0.62601626,0.654867257,0.76744186,0.340336134,0.629464286,0.6015625,0.603448276,0.789215686,0.643939394,0.438162544,0.58974359,0.506329114,0.34469697,0.56640625,0.515151515,0.596226415,0.539855072,0.553648069,0.733944954,0.523961661,0.547717842,0.570776256,0.493103448,0.262672811,0.341726619,0.335740072,0.025906736
11626560,0.422924901,0.650176678,0.662878788,0.550724638,0.153153153,0.416666667,0.546938776,0.546511628,0,0.684410646,0.59922179,0.346491228,0.428571429,0.398373984,0.476868327,0.513207547,0.651851852,0.525641026,0.687242798,0.702702703,0.531135531,0.546938776,0.596078431,0.52734375,0.543396226,0.53815261,0.58490566,0.636363636,0.482625483,0.549815498,0.566037736,0.661354582,0.511811024,0.577868852,0.630350195,0.53515625,0.534615385,0.396694215,0.471264368,0.63740458,0.50965251,0.55465587,0.629496403,0.69047619,0.503846154,0.504,0.416666667,0.666666667,0.518115942,0.619047619,0.632352941,0.555102041,0.526923077,0.605177994,0.525291829,0.469635628,0.516778523,0.268398268,0.385159011,0.379432624,0.033333333
